"","GrLivArea","Neighborhood","OverallQual","TotalBsmtSF","LotArea","BsmtFinSF1","ExterQual","MSZoning","MSSubClass","KitchenQual","OverallCond","KitchenAbvGr","BedroomAbvGr","MasVnrArea","GarageQual","SalePrice"
"815",1250,"Edwards",5,686,8248,0,"TA","RL",50,"Fa",7,1,3,0,"TA",116000
"816",1661,"CollgCr",7,1649,12137,0,"TA","RL",20,"Gd",5,1,3,442,"TA",224900
"817",1008,"NAmes",5,1008,11425,486,"TA","RL",20,"TA",6,1,2,0,"TA",137000
"818",1689,"Mitchel",8,1568,13265,1218,"Gd","RL",20,"Gd",5,1,3,148,"TA",271000
"819",1052,"ClearCr",6,1010,8816,504,"TA","RL",80,"TA",7,1,3,80,"TA",155000
"820",1358,"NridgHt",7,1358,6371,733,"Gd","RL",120,"Gd",5,1,2,128,"TA",224000
"821",1640,"CollgCr",7,798,7226,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",183000
"822",936,"OldTown",4,936,6000,0,"Fa","RM",20,"TA",4,1,2,0,"TA",93000
"823",1733,"Gilbert",7,847,12394,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",225000
"824",1489,"SWISU",6,778,9900,0,"TA","RL",50,"TA",7,1,3,0,"TA",139500
"825",1489,"Somerst",8,1489,11216,0,"Gd","FV",20,"Gd",5,1,3,0,"TA",232600
"826",2084,"NridgHt",10,2078,14803,1636,"Ex","RL",20,"Ex",5,1,2,816,"TA",385000
"827",784,"BrkSide",5,784,6130,784,"TA","RM",45,"Gd",6,1,2,0,"",109500
"828",1434,"SawyerW",7,1454,8529,20,"Gd","RL",20,"Gd",5,1,3,0,"TA",189000
"829",2126,"ClearCr",5,1013,28698,249,"TA","RL",60,"TA",5,1,3,0,"TA",185000
"830",1223,"Somerst",7,600,2544,0,"Gd","FV",160,"Gd",5,1,2,0,"TA",147400
"831",1392,"NAmes",6,1392,11900,1040,"TA","RL",20,"TA",5,1,3,387,"TA",166000
"832",1200,"Somerst",7,600,3180,0,"TA","FV",160,"Gd",5,1,2,0,"TA",151000
"833",1829,"CollgCr",7,941,9548,483,"Gd","RL",60,"Gd",6,1,3,223,"TA",237000
"834",1516,"NAmes",6,1516,10004,196,"TA","RL",20,"TA",6,1,3,180,"TA",167000
"835",1144,"NAmes",5,1144,7875,572,"TA","RL",20,"TA",6,1,3,136,"TA",139950
"836",1067,"Sawyer",4,1067,9600,442,"TA","RL",20,"Gd",7,1,2,0,"TA",128000
"837",1559,"OldTown",5,1559,8100,338,"TA","RM",30,"TA",6,1,2,0,"TA",153500
"838",987,"BrDale",6,483,1680,330,"TA","RM",160,"TA",5,1,2,158,"TA",100000
"839",1099,"CollgCr",5,1099,9525,0,"TA","RL",20,"Gd",6,1,3,0,"TA",144000
"840",1200,"Edwards",5,768,11767,352,"TA","RL",50,"TA",6,1,3,0,"TA",130500
"841",1482,"SWISU",6,672,12155,156,"TA","RH",70,"Fa",8,1,4,0,"TA",140000
"842",1539,"OldTown",5,650,10440,0,"TA","RM",70,"Gd",8,1,3,0,"Gd",157500
"843",1165,"NAmes",6,1127,9020,312,"TA","RL",80,"TA",7,1,3,183,"Gd",174900
"844",1800,"NAmes",5,1800,8000,0,"TA","RL",90,"TA",4,2,6,0,"",141000
"845",1416,"OldTown",5,876,12665,0,"TA","RM",50,"TA",8,1,4,0,"TA",153900
"846",1701,"Sawyer",5,1390,16647,1390,"TA","RL",85,"TA",5,1,3,0,"TA",171000
"847",1775,"SawyerW",7,740,9317,513,"Gd","RL",60,"Gd",5,1,3,137,"TA",213000
"848",864,"CollgCr",5,864,15523,460,"TA","RL",20,"TA",6,1,3,0,"TA",133500
"849",2358,"ClearCr",6,907,45600,0,"TA","RL",50,"TA",8,1,5,0,"Fa",240000
"850",1855,"Veenker",6,528,9600,0,"Gd","RL",80,"TA",7,1,3,360,"TA",187000
"851",848,"CollgCr",6,848,4435,659,"Gd","RM",120,"Gd",5,1,1,170,"TA",131500
"852",1456,"Blmngtn",8,1273,3196,0,"Gd","RL",120,"Gd",5,1,2,40,"TA",215000
"853",1646,"Crawfor",7,918,7128,364,"TA","RL",75,"TA",5,1,4,0,"TA",164000
"854",1445,"NAmes",6,1127,12095,564,"TA","RL",80,"TA",6,1,3,115,"TA",158000
"855",1779,"Sawyer",5,1763,17920,306,"TA","RL",20,"TA",4,1,3,0,"TA",170000
"856",1040,"Sawyer",5,1040,6897,659,"TA","RL",20,"TA",8,1,3,0,"TA",127000
"857",1026,"CollgCr",6,940,10970,505,"TA","RL",80,"TA",6,1,3,0,"TA",147000
"858",1481,"Gilbert",6,702,8125,0,"TA","RL",60,"TA",5,1,3,0,"TA",174000
"859",1370,"NWAmes",7,1090,10400,0,"TA","RL",20,"TA",5,1,3,189,"TA",152000
"860",2654,"NWAmes",6,1054,11029,619,"TA","RL",60,"Gd",7,1,4,220,"TA",250000
"861",1426,"Crawfor",7,912,7642,0,"Gd","RL",50,"Gd",8,1,3,0,"TA",189950
"862",1039,"Sawyer",5,1039,11625,841,"TA","RL",190,"TA",4,1,3,0,"TA",131500
"863",1097,"SawyerW",6,1040,9672,338,"TA","RL",20,"TA",5,1,3,0,"TA",152000
"864",1148,"NAmes",5,1148,7931,1148,"TA","RL",20,"TA",5,1,3,0,"TA",132500
"865",1372,"Somerst",7,1372,8640,0,"Gd","FV",20,"Gd",5,1,3,0,"TA",250580
"866",1002,"NAmes",5,1002,8750,828,"TA","RL",20,"TA",6,1,3,76,"TA",148500
"867",1646,"Timber",8,1638,10656,0,"Gd","RL",20,"Gd",5,1,3,274,"TA",248900
"868",1120,"Sawyer",4,1040,6970,932,"TA","RL",20,"Fa",5,1,3,0,"TA",129000
"869",2320,"Gilbert",5,0,14762,0,"TA","RL",60,"TA",6,1,2,0,"TA",169000
"870",1949,"SawyerW",7,1050,9938,750,"Gd","RL",60,"Gd",5,1,3,246,"TA",236000
"871",894,"NAmes",5,894,6600,0,"TA","RL",20,"TA",5,1,2,0,"TA",109500
"872",1682,"CollgCr",6,804,8750,505,"TA","RL",60,"Gd",5,1,3,116,"TA",200500
"873",910,"NAmes",5,105,8892,0,"Gd","RL",20,"Gd",7,1,3,0,"TA",116000
"874",1268,"NAmes",5,832,12144,375,"Gd","RL",40,"TA",7,1,3,0,"TA",133000
"875",1131,"OldTown",5,676,5720,0,"TA","RM",50,"TA",6,1,3,0,"TA",66500
"876",2610,"Somerst",8,1184,9000,64,"Gd","FV",60,"Ex",5,1,4,0,"TA",303477
"877",1040,"Mitchel",4,1064,25286,633,"TA","RL",20,"TA",5,1,3,0,"TA",132250
"878",2224,"NridgHt",9,1462,8834,1170,"Gd","RL",60,"Ex",5,1,4,216,"TA",350000
"879",1155,"Sawyer",5,1109,11782,899,"TA","RL",85,"Gd",7,1,3,0,"TA",148000
"880",864,"CollgCr",5,864,7000,646,"Gd","RL",20,"TA",8,1,3,90,"TA",136500
"881",1090,"Edwards",5,1090,7024,980,"TA","RL",20,"TA",5,1,2,0,"TA",157000
"882",1717,"Timber",7,1156,13758,902,"Gd","RL",50,"Gd",5,1,3,117,"TA",187500
"883",1593,"Gilbert",6,808,9636,0,"TA","RL",60,"TA",5,1,3,0,"TA",178000
"884",2230,"SWISU",4,795,6204,0,"Gd","RL",75,"TA",5,1,5,0,"TA",118500
"885",892,"NAmes",5,892,7150,432,"TA","RL",20,"TA",5,1,3,60,"TA",100000
"886",1709,"Somerst",9,1698,5119,1238,"Gd","FV",120,"Gd",5,1,2,60,"TA",328900
"887",1712,"NAmes",5,1626,8393,528,"TA","RL",90,"TA",5,2,4,122,"TA",145000
"888",1393,"Edwards",5,816,16466,0,"TA","RL",50,"TA",7,1,3,0,"TA",135500
"889",2217,"NAmes",8,2217,15865,351,"Gd","RL",20,"Gd",6,1,4,0,"TA",268000
"890",1505,"NAmes",6,1505,12160,1024,"TA","RL",20,"TA",4,1,2,90,"TA",149500
"891",924,"NAmes",5,672,8064,0,"TA","RL",50,"TA",7,1,3,0,"TA",122900
"892",1683,"Sawyer",6,918,11184,226,"TA","RL",60,"TA",5,1,3,92,"TA",172500
"893",1068,"Sawyer",6,1059,8414,663,"TA","RL",20,"TA",8,1,3,0,"TA",154500
"894",1383,"Sawyer",5,1383,13284,1064,"TA","RL",20,"TA",5,1,3,0,"TA",165000
"895",1535,"SawyerW",5,0,7018,0,"TA","RL",90,"TA",5,2,4,0,"TA",118858
"896",1796,"NAmes",6,780,7056,400,"TA","RL",60,"TA",5,1,4,415,"TA",140000
"897",951,"IDOTRR",4,951,8765,285,"TA","RM",30,"TA",6,1,2,0,"TA",106500
"898",2240,"SawyerW",5,0,7018,0,"TA","RL",90,"TA",5,2,6,0,"TA",142953
"899",2364,"NridgHt",9,2330,12919,2188,"Ex","RL",20,"Ex",5,1,2,760,"TA",611657
"900",1236,"Sawyer",5,912,6993,465,"TA","RL",20,"TA",7,1,3,0,"TA",135000
"901",858,"NAmes",4,858,7340,322,"TA","RL",20,"TA",6,1,2,0,"TA",110000
"902",1306,"NAmes",5,992,8712,860,"TA","RL",20,"TA",7,1,2,0,"TA",153000
"903",1509,"Gilbert",7,783,7875,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",180000
"904",1670,"Gilbert",7,1670,14859,0,"Gd","RL",20,"Gd",5,1,3,27,"TA",240000
"905",902,"Sawyer",5,876,6173,599,"TA","RL",20,"TA",6,1,3,75,"TA",125500
"906",1063,"NAmes",5,1056,9920,354,"TA","RL",20,"TA",5,1,3,110,"TA",128000
"907",1636,"Somerst",8,1623,13501,63,"Gd","RL",20,"Gd",5,1,3,208,"TA",255000
"908",2057,"Crawfor",7,1017,11500,223,"Gd","RL",50,"Gd",7,1,3,0,"Fa",250000
"909",902,"Mitchel",5,864,8885,301,"TA","RL",20,"TA",5,1,2,0,"TA",131000
"910",1484,"Gilbert",6,742,12589,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",174000
"911",2274,"NAmes",5,1105,11600,443,"TA","RL",90,"TA",5,2,5,361,"TA",154300
"912",1268,"CollgCr",5,1268,9286,196,"TA","RL",20,"Gd",7,1,3,0,"TA",143500
"913",1015,"BrkSide",5,768,6120,489,"TA","RM",30,"TA",7,1,3,0,"TA",88000
"914",2002,"Crawfor",5,1001,6270,284,"TA","RH",90,"TA",6,2,4,0,"TA",145000
"915",1224,"Somerst",6,612,3000,294,"Gd","FV",160,"Gd",5,1,2,76,"TA",173733
"916",1092,"MeadowV",4,546,2001,0,"TA","RM",160,"TA",5,1,3,80,"TA",75000
"917",480,"IDOTRR",2,480,9000,50,"TA","C (all)",20,"TA",3,1,1,0,"TA",35311
"918",1229,"Edwards",4,1134,17140,1059,"TA","RL",20,"TA",6,1,3,0,"TA",135000
"919",2127,"SawyerW",7,1104,13125,48,"Gd","RL",60,"Gd",5,1,4,0,"TA",238000
"920",1414,"NAmes",6,1184,11029,528,"Ex","RL",20,"TA",8,1,3,0,"TA",176500
"921",1721,"SawyerW",6,928,8462,814,"Gd","RL",60,"Gd",5,1,3,105,"TA",201000
"922",2200,"Edwards",5,1272,8777,1084,"TA","RL",90,"TA",7,2,4,0,"",145900
"923",1316,"Gilbert",6,1316,10237,28,"Gd","RL",20,"Gd",5,1,3,0,"TA",169990
"924",1617,"SawyerW",6,1604,8012,165,"Gd","RL",120,"Gd",5,1,2,0,"TA",193000
"925",1686,"NWAmes",6,1686,10240,625,"TA","RL",20,"TA",6,1,3,157,"TA",207500
"926",1126,"NWAmes",5,1126,15611,767,"TA","RL",20,"Ex",6,1,3,0,"TA",175000
"927",2374,"NridgHt",8,1181,11999,0,"Gd","RL",60,"Ex",5,1,4,340,"TA",285000
"928",1978,"NWAmes",7,832,9900,552,"TA","RL",60,"TA",5,1,4,342,"TA",176000
"929",1788,"CollgCr",8,1753,11838,0,"Gd","RL",20,"Ex",5,1,3,0,"TA",236500
"930",2236,"Gilbert",7,964,13006,0,"TA","RL",60,"Gd",5,1,4,285,"TA",222000
"931",1466,"Timber",8,1466,8925,16,"Gd","RL",20,"Gd",5,1,3,0,"TA",201000
"932",925,"NAmes",5,925,9100,338,"TA","RL",20,"TA",6,1,2,0,"TA",117500
"933",1905,"Somerst",9,1905,11670,0,"Ex","RL",20,"Ex",5,1,3,302,"TA",320000
"934",1500,"CollgCr",7,1500,8487,20,"Gd","RL",20,"Gd",5,1,3,210,"TA",190000
"935",2069,"NAmes",7,585,27650,425,"TA","RL",20,"Gd",7,1,4,0,"TA",242000
"936",747,"BrkSide",4,600,5825,0,"TA","RL",30,"TA",5,1,1,108,"TA",79900
"937",1200,"SawyerW",7,1176,10083,833,"Gd","RL",20,"Gd",5,1,2,NA,"TA",184900
"938",1971,"Somerst",7,1113,9675,341,"Gd","RL",60,"Gd",5,1,3,0,"TA",253000
"939",1962,"CollgCr",7,1391,8760,464,"Gd","RL",60,"Gd",5,1,3,0,"TA",239799
"940",2403,"ClearCr",7,1032,24090,0,"TA","RL",70,"TA",7,1,4,0,"TA",244400
"941",1728,"Mitchel",6,1728,12640,936,"TA","RL",90,"TA",5,2,4,0,"TA",150900
"942",2060,"Gilbert",7,992,8755,772,"Gd","RL",60,"Gd",5,1,3,298,"TA",214000
"943",1440,"Edwards",4,1440,7711,1440,"TA","RL",90,"TA",3,2,4,0,"",150000
"944",1632,"Mitchel",5,1632,25000,0,"TA","RL",90,"TA",4,2,4,0,"TA",143000
"945",1344,"Timber",6,819,14375,111,"TA","RL",20,"Gd",6,1,3,541,"TA",137500
"946",1869,"OldTown",5,1088,8820,1088,"TA","RM",50,"TA",6,1,2,0,"TA",124900
"947",1144,"NAmes",5,1144,8163,748,"TA","RL",80,"TA",6,1,3,128,"TA",143000
"948",1629,"Timber",8,1616,14536,1300,"Gd","RL",20,"Gd",5,1,3,236,"TA",270000
"949",1776,"CollgCr",7,936,14006,0,"Gd","RL",60,"Gd",5,1,3,144,"TA",192500
"950",1381,"NWAmes",6,1161,9360,982,"TA","RL",20,"Gd",7,1,3,0,"TA",197500
"951",864,"NAmes",5,864,7200,398,"TA","RL",20,"Gd",8,1,3,0,"TA",129000
"952",965,"SawyerW",5,828,7800,641,"TA","RH",20,"TA",5,1,3,0,"TA",119900
"953",768,"CollgCr",5,768,7200,660,"TA","RL",85,"TA",8,1,2,0,"TA",133900
"954",1968,"Mitchel",5,784,11075,562,"TA","RL",60,"TA",4,1,4,232,"TA",172000
"955",980,"Edwards",6,945,9400,945,"TA","RL",90,"TA",5,0,4,250,"",127500
"956",1958,"Crawfor",6,979,7136,484,"TA","RH",90,"TA",6,2,4,423,"TA",145000
"957",1229,"Blueste",6,561,1300,285,"TA","RM",160,"TA",6,1,2,0,"TA",124000
"958",1057,"Sawyer",5,1057,7420,417,"TA","RL",20,"TA",5,1,3,0,"TA",132000
"959",1337,"CollgCr",7,1337,8450,699,"Gd","RL",20,"Gd",5,1,3,0,"TA",185000
"960",1416,"Somerst",7,696,2572,604,"Gd","FV",160,"Gd",5,1,3,0,"TA",155000
"961",858,"BrkSide",5,858,7207,696,"TA","RL",20,"TA",7,1,2,0,"",116500
"962",2872,"NWAmes",6,1330,12227,896,"TA","RL",60,"TA",7,1,4,424,"TA",272000
"963",1548,"NPkVill",6,804,2308,556,"TA","RL",160,"Gd",6,1,3,0,"TA",155000
"964",1800,"CollgCr",9,1800,11923,0,"Gd","RL",20,"Ex",5,1,2,0,"TA",239000
"965",1894,"Timber",7,817,11316,624,"Gd","RL",60,"Gd",5,1,4,44,"TA",214900
"966",1484,"Gilbert",6,783,10237,0,"Gd","RL",60,"Gd",5,1,3,0,"TA",178900
"967",1308,"Crawfor",5,728,9600,428,"Gd","RL",50,"TA",7,1,2,0,"TA",160000
"968",1098,"NAmes",5,1098,7390,902,"TA","RL",20,"TA",7,1,3,151,"TA",135000
"969",968,"OldTown",3,600,5925,0,"TA","RM",50,"TA",6,1,2,0,"",37900
"970",1095,"NAmes",6,588,10382,513,"TA","RL",190,"TA",5,1,2,105,"TA",140000
"971",1192,"NAmes",4,720,10800,0,"TA","RL",50,"TA",4,1,4,0,"",135000
"972",1626,"NridgHt",7,764,2268,567,"Gd","RL",160,"Gd",5,1,2,106,"TA",173000
"973",918,"SawyerW",6,918,7892,0,"TA","RL",120,"TA",5,1,2,0,"TA",99500
"974",1428,"Somerst",7,1428,11639,0,"Gd","FV",20,"Gd",5,1,3,NA,"TA",182000
"975",2019,"BrkSide",7,728,11414,0,"TA","RL",70,"Gd",8,1,3,0,"TA",167500
"976",1382,"Somerst",7,673,2651,641,"Gd","FV",160,"Gd",5,1,3,0,"TA",165000
"977",869,"BrkSide",4,440,5900,0,"TA","RL",30,"Fa",7,1,2,0,"",85500
"978",1241,"Somerst",7,1241,4274,1106,"Gd","FV",120,"Gd",5,1,1,NA,"TA",199900
"979",894,"Edwards",4,894,9450,552,"TA","RL",20,"TA",5,1,3,0,"TA",110000
"980",1121,"Sawyer",5,1121,8816,651,"TA","RL",20,"TA",6,1,3,0,"TA",139000
"981",999,"NAmes",7,944,12122,867,"Ex","RL",85,"Ex",9,1,3,210,"TA",178400
"982",2612,"NoRidge",8,1225,12203,854,"Gd","RL",60,"Gd",5,1,4,975,"TA",336000
"983",1266,"Blmngtn",7,1266,3182,0,"Gd","RL",20,"Gd",5,1,2,16,"TA",159895
"984",2290,"CollgCr",8,1128,11250,0,"Gd","RL",60,"Gd",5,1,4,0,"TA",255900
"985",1734,"Mitchel",5,0,10125,0,"TA","RL",90,"Gd",5,2,4,0,"TA",126000
"986",1164,"Edwards",5,1164,10880,1040,"TA","RL",190,"TA",5,1,3,0,"TA",125000
"987",1635,"OldTown",6,485,5310,0,"TA","RM",50,"Gd",8,1,2,0,"Fa",117000
"988",1940,"NridgHt",9,1930,10159,1646,"Ex","RL",20,"Ex",5,1,3,450,"TA",395192
"989",2030,"NWAmes",6,848,12046,156,"TA","RL",60,"Gd",6,1,4,298,"TA",195000
"990",1576,"Somerst",7,770,8125,0,"Gd","FV",60,"Gd",5,1,3,0,"TA",197000
"991",2392,"NoRidge",8,1396,9452,1074,"Gd","RL",60,"Gd",5,1,3,423,"TA",348000
"992",1742,"OldTown",8,916,17671,216,"Gd","RM",70,"Gd",9,1,4,0,"TA",168000
"993",1851,"NAmes",6,822,9760,536,"TA","RL",60,"Gd",8,1,3,340,"TA",187000
"994",1500,"CollgCr",6,750,8846,0,"TA","RL",60,"Gd",5,1,3,0,"TA",173900
"995",1718,"NridgHt",10,1700,12456,1172,"Ex","RL",20,"Ex",5,1,3,230,"TA",337500
"996",1230,"BrkSide",4,747,4712,384,"TA","RL",50,"TA",7,1,3,0,"TA",121600
"997",1050,"NAmes",5,1050,10659,915,"TA","RL",20,"TA",6,1,3,0,"TA",136500
"998",1442,"NWAmes",6,1442,11717,0,"TA","RL",20,"TA",6,1,2,571,"TA",185000
"999",1077,"IDOTRR",3,1007,9786,0,"TA","RM",30,"TA",4,1,3,0,"TA",91000
"1000",1208,"CollgCr",7,1187,6762,686,"Gd","RL",20,"Gd",5,1,2,24,"TA",206000
"1001",944,"Edwards",3,0,10206,0,"TA","RL",20,"Fa",3,1,2,0,"TA",82000
"1002",691,"OldTown",5,691,5400,0,"TA","RL",30,"Ex",6,1,2,0,"Fa",86000
"1003",1574,"Somerst",8,1574,11957,24,"Gd","RL",20,"Gd",5,1,3,53,"TA",232000
"1004",1680,"NWAmes",5,1680,11500,0,"TA","RL",90,"TA",6,2,4,164,"TA",136905
"1005",1504,"Blmngtn",7,1346,3182,16,"Gd","RL",120,"Gd",5,1,1,16,"TA",181000
"1006",985,"CollgCr",5,985,8385,595,"Gd","RL",80,"TA",8,1,3,220,"TA",149900
"1007",1657,"NAmes",6,1657,12155,1237,"TA","RL",20,"TA",3,1,3,0,"TA",163500
"1008",1092,"MeadowV",4,546,2217,273,"TA","RM",160,"TA",4,1,3,0,"TA",88000
"1009",1710,"Mitchel",7,1710,12118,0,"Gd","RL",20,"Gd",5,1,3,108,"TA",240000
"1010",1522,"SWISU",5,1008,6000,0,"TA","RL",50,"TA",5,1,4,0,"",102000
"1011",1271,"Sawyer",5,720,21286,0,"TA","RL",50,"TA",5,1,4,0,"TA",135000
"1012",1664,"Edwards",5,0,9825,0,"TA","RL",90,"TA",5,2,4,0,"",100000
"1013",1502,"Crawfor",6,602,10592,0,"TA","RL",70,"Gd",7,1,3,0,"TA",165000
"1014",1022,"OldTown",5,1022,7200,247,"TA","RM",30,"TA",4,1,2,0,"TA",85000
"1015",1082,"NAmes",6,1082,11664,336,"TA","RL",20,"TA",5,1,2,206,"TA",119200
"1016",1665,"NWAmes",8,810,8400,643,"Gd","RL",60,"Gd",6,1,3,0,"TA",227000
"1017",1504,"CollgCr",7,1504,11883,690,"Gd","RL",20,"Gd",5,1,3,196,"TA",203000
"1018",1360,"StoneBr",8,1220,5814,1036,"Gd","RL",120,"Gd",5,1,1,0,"TA",187500
"1019",1472,"Gilbert",7,384,10784,0,"Gd","RL",80,"Gd",5,1,3,76,"TA",160000
"1020",1506,"Blmngtn",7,1362,3013,16,"Gd","RL",120,"Gd",5,1,2,145,"TA",213490
"1021",1132,"Edwards",4,1132,7024,1024,"TA","RL",20,"Gd",5,1,2,0,"TA",176000
"1022",1220,"CollgCr",7,1199,7406,684,"Gd","RL",20,"Gd",5,1,2,84,"TA",194000
"1023",1248,"OldTown",5,912,9439,324,"TA","RM",50,"TA",5,1,2,0,"Fa",87000
"1024",1504,"Blmngtn",7,1346,3182,16,"Gd","RL",120,"Gd",5,1,2,14,"TA",191000
"1025",2898,"Timber",8,1565,15498,1165,"Gd","RL",20,"Gd",6,1,2,0,"TA",287000
"1026",882,"CollgCr",5,882,7700,138,"TA","RL",20,"TA",5,1,3,0,"TA",112500
"1027",1264,"NAmes",5,1268,9300,697,"TA","RL",20,"TA",5,1,3,324,"TA",167500
"1028",1646,"Timber",8,1638,9520,1513,"Gd","RL",20,"Gd",5,1,3,338,"TA",293077
"1029",1376,"NAmes",5,768,9492,368,"TA","RL",50,"TA",5,1,3,0,"TA",105000
"1030",1218,"BrDale",6,672,1680,317,"TA","RM",160,"TA",7,1,3,281,"TA",118000
"1031",1928,"SWISU",5,686,7082,0,"TA","RH",190,"TA",8,2,5,0,"",160000
"1032",3082,"SWISU",7,824,15863,523,"TA","RL",75,"TA",3,1,5,0,"TA",197000
"1033",2520,"NoRidge",8,1338,14541,1012,"Gd","RL",60,"Gd",7,1,5,0,"TA",310000
"1034",1654,"CollgCr",7,1654,8125,986,"Gd","RL",20,"Gd",5,1,3,295,"TA",230000
"1035",954,"Crawfor",5,920,6305,0,"TA","RL",30,"Fa",7,1,2,0,"Fa",119750
"1036",845,"Edwards",4,0,11500,0,"TA","RL",20,"TA",3,1,3,0,"TA",84000
"1037",1620,"Timber",9,1620,12898,1022,"Gd","RL",20,"Ex",5,1,2,70,"TA",315500
"1038",2263,"CollgCr",8,1055,9240,0,"Gd","RL",60,"Gd",5,1,3,396,"TA",287000
"1039",1344,"MeadowV",4,546,1533,0,"TA","RM",160,"TA",6,1,3,0,"",97000
"1040",630,"MeadowV",4,630,1477,509,"TA","RM",180,"TA",4,1,1,0,"TA",80000
"1041",1803,"Sawyer",5,1134,13125,168,"TA","RL",20,"TA",4,1,3,67,"TA",155000
"1042",1632,"NWAmes",6,800,9130,400,"TA","RL",60,"Gd",8,1,4,252,"TA",173000
"1043",1306,"NridgHt",6,1306,5381,900,"Gd","RL",120,"Gd",5,1,1,135,"TA",196000
"1044",2329,"SawyerW",7,1475,11839,1085,"TA","RL",60,"Gd",5,1,4,99,"TA",262280
"1045",2524,"NWAmes",8,2524,9600,1104,"Gd","RL",20,"Gd",5,1,4,0,"TA",278000
"1046",1733,"Edwards",3,0,13680,0,"TA","RL",20,"TA",5,1,4,0,"TA",139600
"1047",2868,"StoneBr",9,1992,16056,240,"Gd","RL",60,"Ex",5,1,4,208,"TA",556581
"1048",990,"CollgCr",5,990,9245,686,"TA","RL",20,"TA",5,1,3,0,"TA",145000
"1049",1771,"Mitchel",5,0,21750,0,"TA","RL",20,"TA",4,1,3,75,"TA",115000
"1050",930,"Edwards",4,0,11100,0,"TA","RL",20,"Gd",7,1,2,0,"TA",84900
"1051",1302,"Gilbert",7,1302,8993,0,"Gd","RL",20,"Gd",5,1,3,0,"TA",176485
"1052",1316,"CollgCr",7,1316,11175,0,"Gd","RL",20,"Gd",5,1,3,0,"TA",200141
"1053",1977,"NAmes",6,816,9500,442,"TA","RL",60,"TA",6,1,4,272,"TA",165000
"1054",1526,"Edwards",5,1216,8562,383,"TA","RL",20,"TA",6,1,4,145,"TA",144500
"1055",1989,"CollgCr",8,1065,11367,932,"Gd","RL",60,"Gd",5,1,3,210,"TA",255000
"1056",1523,"NWAmes",6,1193,11361,644,"TA","RL",20,"TA",5,1,3,160,"TA",180000
"1057",1364,"NridgHt",7,1364,7052,659,"Gd","RL",120,"Gd",5,1,2,240,"TA",185850
"1058",1850,"NoRidge",7,973,29959,595,"Gd","RL",60,"Gd",6,1,3,0,"TA",248000
"1059",2184,"NridgHt",9,1104,11308,936,"Ex","RL",60,"Ex",5,1,3,154,"TA",335000
"1060",1991,"Crawfor",6,854,11275,297,"TA","RL",50,"TA",7,1,3,480,"TA",220000
"1061",1338,"StoneBr",8,1338,4920,616,"Gd","RL",120,"Gd",5,1,2,0,"TA",213500
"1062",894,"IDOTRR",3,894,18000,0,"Fa","C (all)",30,"TA",4,1,2,0,"TA",81000
"1063",2337,"OldTown",5,662,13600,0,"TA","RM",190,"TA",5,2,5,0,"TA",90000
"1064",1103,"OldTown",6,1103,6000,397,"TA","RM",30,"Gd",6,1,2,0,"TA",110500
"1065",1154,"NAmes",5,1154,11000,740,"TA","RL",20,"TA",6,1,3,200,"TA",154000
"1066",2260,"ClearCr",7,1306,14000,1201,"Gd","RL",60,"Gd",5,1,3,0,"TA",328000
"1067",1571,"Gilbert",6,799,7837,0,"Gd","RL",60,"TA",7,1,3,0,"TA",178000
"1068",1611,"NAmes",6,780,9760,674,"TA","RL",60,"TA",6,1,4,360,"TA",167900
"1069",2521,"MeadowV",6,942,3964,837,"TA","RM",160,"TA",4,1,5,0,"TA",151400
"1070",893,"NAmes",5,845,9600,220,"TA","RL",45,"Gd",7,1,2,0,"TA",135000
"1071",1048,"NAmes",5,1048,10152,586,"TA","RL",20,"TA",5,1,3,120,"TA",135000
"1072",1556,"NWAmes",6,727,11700,298,"TA","RL",60,"TA",6,1,4,0,"TA",154000
"1073",1456,"Edwards",5,810,7585,0,"TA","RL",50,"TA",3,1,4,0,"TA",91500
"1074",1426,"Edwards",6,690,7950,535,"TA","RL",60,"TA",6,1,3,140,"TA",159500
"1075",1240,"CollgCr",7,1240,8556,0,"Gd","RL",20,"Gd",5,1,2,0,"TA",194000
"1076",1740,"Crawfor",7,800,13125,410,"TA","RL",70,"TA",6,1,3,0,"TA",219500
"1077",1466,"OldTown",5,796,10800,626,"TA","RL",50,"Gd",8,1,3,0,"TA",170000
"1078",1096,"NAmes",5,1096,15870,75,"TA","RL",20,"TA",5,1,3,0,"TA",138800
"1079",848,"CollgCr",6,848,4435,662,"Gd","RM",120,"Gd",5,1,1,169,"TA",155900
"1080",990,"CollgCr",5,990,8775,495,"TA","RL",20,"TA",5,1,3,0,"TA",126000
"1081",1258,"NWAmes",6,1258,11040,656,"Gd","RL",20,"Gd",7,1,3,144,"TA",145000
"1082",1040,"Sawyer",5,1040,7500,824,"TA","RL",20,"TA",5,1,3,0,"TA",133000
"1083",1459,"CollgCr",7,1459,8749,0,"Gd","RL",20,"Gd",5,1,3,100,"TA",192000
"1084",1251,"NAmes",6,1251,8800,553,"TA","RL",20,"TA",6,1,3,425,"TA",160000
"1085",1498,"Gilbert",6,691,13031,592,"TA","RL",60,"TA",5,1,3,0,"TA",187500
